image_id,sensor,acq_datetime_utc,season_complete,aoi_cloud_pct,aoi_coverage_pct,status,reason,length_m,pct_aoi_alongshore_covered,flags
LE07_136045_20111102,L7,2011-11-02 04:12:24+00:00,True,0.0505895883509608,69.56471672040534,extracted,,55510.27188352711,60.33725204731207,"slc_off,landsat_cloud_mask_issue"
LE07_136045_20111118,L7,2011-11-18 04:12:38+00:00,True,0.0,67.54787129038627,extracted,,54016.60882094766,58.7137052401605,"slc_off,landsat_cloud_mask_issue"
LE07_136045_20111204,L7,2011-12-04 04:12:47+00:00,True,3.750401582774184,67.18102257024412,extracted,,50184.93524572118,54.54884265839259,"slc_off,landsat_cloud_mask_issue"
LE07_136045_20111220,L7,2011-12-20 04:12:55+00:00,True,4.926038024651889,66.77469237349477,extracted,,48111.75452286566,52.29538535094093,"slc_off,landsat_cloud_mask_issue"
"LE07_136045_20120105,LE07_136046_20120105",L7,2012-01-05 04:13:03+00:00,True,0.0051100678556892,65.55570178324669,extracted,,51082.62680260374,55.524594350656244,"slc_off,landsat_cloud_mask_issue"
"LE07_136045_20120121,LE07_136046_20120121",L7,2012-01-21 04:13:02+00:00,True,0.0456865155880489,67.71731262749226,extracted,,52385.70781865582,56.940986759408496,"slc_off,landsat_cloud_mask_issue"
"LE07_136045_20120206,LE07_136046_20120206",L7,2012-02-06 04:13:07+00:00,True,0.0,66.75659669671646,extracted,,52183.09239383811,56.720752601997944,"slc_off,landsat_cloud_mask_issue"
LE07_136045_20120222,L7,2012-02-22 04:13:10+00:00,True,0.0,66.18247022438639,extracted,,51806.524351334825,56.31143951232046,"slc_off,landsat_cloud_mask_issue"
LE07_136045_20120309,L7,2012-03-09 04:13:06+00:00,True,13.692316947044466,68.04467987102718,extracted,,34622.753816352044,37.633428061252225,"slc_off,landsat_cloud_mask_issue"
LE07_136045_20120325,L7,2012-03-25 04:13:09+00:00,True,12.50017728456774,66.71382509705863,extracted,,51099.71448454643,55.543167917985244,"slc_off,landsat_cloud_mask_issue"
LE07_136045_20120426,L7,2012-04-26 04:13:21+00:00,True,0.6984910505799807,59.774955583338816,extracted,,58308.99070344783,63.37933772113895,"slc_off,landsat_cloud_mask_issue"
"LE07_135045_20120505,LE07_135046_20120505",L7,2012-05-05 04:07:24+00:00,True,0.042743352151583,58.85701125222084,extracted,,45979.13037518524,49.97731562520134,"slc_off,landsat_cloud_mask_issue"
"LE07_136045_20121019,LE07_136046_20121019",L7,2012-10-19 04:14:49+00:00,True,12.762166369441749,68.14009343949465,extracted,,41802.01369969526,45.43697141271224,"slc_off,landsat_cloud_mask_issue"
"LE07_136045_20121206,LE07_136046_20121206",L7,2012-12-06 04:15:01+00:00,True,0.0024008378641694,69.80654076462459,extracted,,56351.586276920454,61.251724214043975,"slc_off,landsat_cloud_mask_issue"
LE07_136045_20121222,L7,2012-12-22 04:15:10+00:00,True,0.0099459098518332,67.38007501480556,extracted,,52092.97814187905,56.6228023281294,"slc_off,landsat_cloud_mask_issue"
"LE07_136045_20130107,LE07_136046_20130107",L7,2013-01-07 04:15:12+00:00,True,22.1047294457159,67.7831150885043,extracted,,35287.099101246175,38.35554250135454,"slc_off,landsat_cloud_mask_issue"
"LE07_136045_20130123,LE07_136046_20130123",L7,2013-01-23 04:15:13+00:00,True,0.0,67.73047311969468,extracted,,51698.857666153875,56.194410506689,"slc_off,landsat_cloud_mask_issue"
"LE07_136045_20130208,LE07_136046_20130208",L7,2013-02-08 04:15:15+00:00,True,0.0324389860835281,67.16621701651641,extracted,,52544.19549377589,57.11325597149554,"slc_off,landsat_cloud_mask_issue"
"LE07_136045_20130224,LE07_136046_20130224",L7,2013-02-24 04:15:11+00:00,True,0.0,68.25689280779102,extracted,,53801.5982420671,58.47999808920337,"slc_off,landsat_cloud_mask_issue"
LE07_136045_20130312,L7,2013-03-12 04:15:10+00:00,True,0.0024761228926009,67.66796078173324,extracted,,55056.18056759788,59.843674529997706,"slc_off,landsat_cloud_mask_issue"
LE07_136045_20130328,L7,2013-03-28 04:15:04+00:00,True,1.8401775432665948,68.60729091268013,extracted,,54326.9565539437,59.05103973254751,"slc_off,landsat_cloud_mask_issue"
LE07_136045_20130413,L7,2013-04-13 04:15:02+00:00,True,1.955804255801875,67.89333421069948,extracted,,50942.46172242876,55.37224100263996,"slc_off,landsat_cloud_mask_issue"
LC08_136045_20130421,L8,2013-04-21 04:20:49+00:00,True,0.7856424000991773,96.63091399618344,extracted,,86856.33681507791,94.40906175551946,
LE07_136045_20130616,L7,2013-06-16 04:14:41+00:00,True,2.2319227876631333,67.03790221754294,extracted,,50277.02582248849,54.64894111140053,"slc_off,landsat_cloud_mask_issue"
LE07_136045_20130803,L7,2013-08-03 04:14:17+00:00,True,28.522891709368984,68.03809962492598,extracted,,60401.06058311431,65.65332672077642,"slc_off,landsat_cloud_mask_issue"
"LC08_136045_20130912,LC08_136046_20130912",L8,2013-09-12 04:21:02+00:00,True,4.722503326794991,94.15016121602947,extracted,,76385.12097007611,83.02730540225664,
"LC08_135045_20131007,LC08_135046_20131007",L8,2013-10-07 04:14:44+00:00,True,19.99686663103893,50.68599065605054,extracted,,41449.27572556037,45.05356057126127,
LC08_136045_20131014,L8,2013-10-14 04:20:54+00:00,True,9.425786656966562,94.5120747515957,no_shoreline,extraction returned null geometry,,,
"LC08_136045_20131030,LC08_136046_20131030",L8,2013-10-30 04:20:45+00:00,True,2.5376151582624584,96.46147265907746,extracted,,81492.82417704277,88.57915671417692,
LE07_136045_20131107,L7,2013-11-07 04:15:10+00:00,True,0.0,68.47897611370666,extracted,,55338.46737800032,60.150508019565564,"slc_off,landsat_cloud_mask_issue"
"LC08_135045_20131108,LC08_135046_20131108",L8,2013-11-08 04:14:36+00:00,True,0.0,51.48549055734685,extracted,,52457.20104812501,57.01869679144023,
LE07_136045_20131123,L7,2013-11-23 04:15:15+00:00,True,28.85883454691957,68.8672106336777,extracted,,35697.381246961246,38.80150135539266,"slc_off,landsat_cloud_mask_issue"
"LC08_136045_20131201,LC08_136046_20131201",L8,2013-12-01 04:20:39+00:00,True,0.0,93.66486806606568,extracted,,84005.50536695507,91.31033192060333,
"LC08_136045_20131217,LC08_136046_20131217",L8,2013-12-17 04:20:32+00:00,True,0.0,93.49871685201026,extracted,,83555.5509163428,90.82125099602479,
"LE07_136045_20131225,LE07_136046_20131225",L7,2013-12-25 04:15:26+00:00,True,0.0073576291545237,68.32105020727775,extracted,,53389.78056737,58.032370181923916,"slc_off,landsat_cloud_mask_issue"
"LC08_135045_20131226,LC08_135046_20131226",L8,2013-12-26 04:14:18+00:00,True,3.511533792987517,53.34934526551292,extracted,,28521.940536334074,31.00210927862399,
"LC08_136045_20140102,LC08_136046_20140102",L8,2014-01-02 04:20:25+00:00,True,0.0072067789506378,92.96900704086332,extracted,,82673.20326149272,89.86217745814426,
